"cell","cluster","umap_1","umap_2","IL7R","GNLY","MS4A1"
"cell_2_8","Memory CD4+ T",-0.193665821557827,1.15610283385883,2.65503679497582,0,0
"cell_2_9","Memory CD4+ T",-1.53400785695463,1.19102481415554,2.36282687414836,0.21619641434057,0.0584232897072025
"cell_2_10","Memory CD4+ T",-1.25336965826094,1.05715893922182,2.38442579527161,0.770502913192399,1.46446264798536
"cell_2_11","Memory CD4+ T",-0.796691615816393,1.4503880713233,1.08560350728673,0,0
"cell_2_12","Memory CD4+ T",-0.424989827340951,1.70337059307633,2.69417165431569,0.655429527331157,0.773435679120659
"cell_2_13","Memory CD4+ T",-0.937286643000868,0.56083120067136,3.02902444939859,0.595796949863831,0
"cell_2_14","Memory CD4+ T",-0.927799570157234,1.04151836791469,2.9396253789442,0,0
"cell_2_15","Memory CD4+ T",-0.302985249404636,1.22482624659738,3.02387735931896,0.859156080816038,0.153801447347993
"cell_2_16","Memory CD4+ T",-0.458294979632022,0.9469533207103,3.27420596012087,0,0.366631842460722
"cell_2_17","Memory CD4+ T",-1.11236856566087,1.05068375614723,2.98727571248264,0,0.293926080998723
"cell_2_18","Memory CD4+ T",-0.890278696364925,1.28571402733116,2.66262644715343,0,0
"cell_2_19","Memory CD4+ T",-0.531627051244073,1.04438497618145,3.04122636415374,0,0
"cell_2_20","Memory CD4+ T",-1.49845643285612,1.30479673580768,2.84899551096169,0.171924882509705,0.36139335095501
"cell_2_21","Memory CD4+ T",-1.03076903692763,1.11974842407756,2.71085557177176,1.19531249645163,0.552323915049944
"cell_2_22","Memory CD4+ T",-1.00868715595099,1.18052548525199,3.7137680338817,0,0.189356990853804
"cell_2_23","Memory CD4+ T",-0.720521754555697,1.17561888367848,1.57326155527824,0.545072135868836,0
"cell_2_24","Memory CD4+ T",-0.855087554808471,1.22300605582977,2.4972736303487,0.440834502943391,0.181576987472352
"cell_2_25","Memory CD4+ T",-1.02556731881597,1.05720667600156,2.61745468395312,0.113892162809089,0
"cell_2_26","Memory CD4+ T",-0.960662143408265,1.31021331878285,2.99639488832456,1.1290791110436,0.00255501140508338
"cell_2_27","Memory CD4+ T",-1.40994122687283,1.53858906362103,1.74446715681602,1.01284727490379,0
"cell_2_28","Memory CD4+ T",-0.9904889245949,1.17528641427757,2.39886275539506,0,0
"cell_2_29","Memory CD4+ T",-1.05339771385308,1.59955569030184,1.66810913011233,0.946727452136736,0
"cell_2_30","Memory CD4+ T",-1.38548186077556,1.13777581432182,2.17134171219723,0.753040372035616,0
"cell_2_31","Memory CD4+ T",-0.948569214015949,1.98674998430657,2.81118151214556,0.435670442583652,0.037163064887338
"cell_2_32","Memory CD4+ T",-0.289743945859189,1.50447628765584,2.25541224078956,0.0573600621005336,0.464280194802715
"cell_2_33","Memory CD4+ T",-0.281749693418149,0.778636770833268,2.91828375376935,0.0881965239274623,0
"cell_2_34","Memory CD4+ T",-1.03491342273032,1.70165290434648,2.060743257527,0,0.812968388600737
"cell_2_35","Memory CD4+ T",-0.647801016537678,1.4727716483795,2.99729071412614,0.235298010090249,0.0518801343988919
"cell_2_36","Memory CD4+ T",-0.947109265024892,0.993899771781776,2.43424297010694,0.31702383917234,0.513984654430578
"cell_2_37","Memory CD4+ T",-0.753117736236971,1.32973645965402,2.29959058397477,0.21029696544127,0.578739247882701
"cell_2_38","Memory CD4+ T",-0.284797244301824,1.50292945564178,2.45865803698852,0.0984318585700461,0.15795881710467
"cell_2_39","Memory CD4+ T",-1.24523632041847,1.2317370423887,3.39534699432268,0.443299185462708,0.68395833698213
"cell_2_40","Memory CD4+ T",-1.35898175509771,1.45195632510828,1.51838469351563,0.686233383088291,0.046752710898027
"cell_2_41","Memory CD4+ T",-0.594263426525794,0.989265900947308,2.09107459153348,0.246593955137875,0
"cell_2_42","Memory CD4+ T",-1.19439388777907,1.28515048009493,2.93035496973182,0,0
"cell_2_43","Memory CD4+ T",-0.244747534194505,0.676715236164865,3.06596609529991,0.607812731185857,0.232918822745305
"cell_2_44","Memory CD4+ T",-0.535894569898459,1.42625516090243,2.97371282080809,0.810264072693545,0.199077134968399
"cell_2_45","Memory CD4+ T",-1.13086607243894,1.34071549157427,2.61418891152452,0.166243235885444,0
"cell_2_46","Memory CD4+ T",-0.927306607266832,1.34007766412991,2.76255623528969,0.713564599372863,0
"cell_2_47","Memory CD4+ T",-0.580906834650316,0.897350971171417,2.66703906959584,0.167161900597377,1.3090755355638
"cell_2_48","Memory CD4+ T",-0.721435120317181,1.17916100337024,1.80788199750721,0.0756793859559972,0.233547082893747
"cell_2_49","Memory CD4+ T",-1.23995798195397,0.192858284225679,2.08259976564,0.365531091982249,0.955443521235742
"cell_2_50","Memory CD4+ T",-1.22758707726177,1.37127637999746,3.55889704840601,1.46544699055697,0
"cell_2_51","Memory CD4+ T",-1.33495669264751,1.09831021090938,2.94982258946564,0.314613030483213,0
"cell_2_52","Memory CD4+ T",-0.562792347913058,0.752235778470221,2.37956730491933,0.755585467546492,1.27235115634462
"cell_2_53","Memory CD4+ T",-0.620695714466455,1.05492382859191,2.37581374315082,0.484134542200082,0.0133986962588799
"cell_2_54","Memory CD4+ T",-0.626688066764906,1.567799758661,2.29859230952698,0.0663554184490436,0.970161416756878
"cell_2_55","Memory CD4+ T",-0.674938247209456,0.952413687300861,2.82759117612954,0,0.888532165742487
"cell_2_56","Memory CD4+ T",-1.12692331410107,1.2462348519648,2.92954052378786,0.185511700404934,0.506436936734877
"cell_2_57","Memory CD4+ T",-1.59203463143379,0.882897718081044,1.5038113583838,0.299691393727843,0.208119926786644
"cell_2_58","Memory CD4+ T",-1.01003646693388,1.03387902091826,1.8645062744746,0.529010098851309,0
"cell_2_59","Memory CD4+ T",-0.98579874237335,0.88949212896318,2.46316944467973,0.579496998621315,0.220417337449169
"cell_2_60","Memory CD4+ T",-1.11363162974475,1.49785229223258,2.83662242935653,0.60718740784317,0
"cell_2_61","Memory CD4+ T",-0.586582305820184,0.841281629628191,2.04613887396859,0.360679829598527,0
"cell_2_62","Memory CD4+ T",-0.759898395577574,1.20464002271327,2.03418048389448,0,0
"cell_2_63","Memory CD4+ T",-1.14921778064296,0.998929981299381,3.11790880037354,0,0
"cell_2_64","Memory CD4+ T",-0.759086607414565,0.965769001358176,2.22492656518823,0.64836998702956,0.465517384631573
"cell_2_65","Memory CD4+ T",-0.397089818899902,0.799226423875385,3.12776284215892,0.640977093182833,0.16788907867726
"cell_2_66","Memory CD4+ T",-0.83580238060071,0.821984860843608,2.0394348232301,0,0.785679348676274
"cell_2_67","Memory CD4+ T",-0.797105269919855,1.33714986162716,2.05308572601763,0.539135615208389,0.838338240474617
"cell_2_68","Memory CD4+ T",-0.748560659885603,1.3718538553355,2.91153821425504,0,0.279824560086278
"cell_2_69","Memory CD4+ T",-1.01217017195924,0.829856168773198,2.26659970513662,0.477496851211021,0.445866442481936
"cell_2_70","Memory CD4+ T",-0.961949745331386,1.17677278873725,1.32757660528956,0.470995264430095,0.0991375094631832
"cell_2_71","Memory CD4+ T",-0.736498810030433,0.804914372520306,1.89407966867623,0,0.0362998291115871
"cell_2_72","Memory CD4+ T",-1.31742298885376,1.54074208422191,2.04833540889092,1.01364294957266,0
"cell_2_73","Memory CD4+ T",-0.685841222471154,0.631969199379715,1.52501622224729,0.52314206080083,0
"cell_2_74","Memory CD4+ T",-1.02407768739609,0.700632228114433,2.53033483240105,0.207540361097241,0
"cell_2_75","Memory CD4+ T",0.0477587860445857,1.59229924202262,2.25805239048273,0,0.77514245540204
"cell_2_76","Memory CD4+ T",-0.646710064839812,1.12739018082947,2.68921215763908,0,0
"cell_2_77","Memory CD4+ T",-0.968383662854063,0.989057217885163,2.71054554351076,0.849325942383492,0.269278142579325
"cell_2_78","Memory CD4+ T",-1.03486590646469,1.1103881165207,1.85909035720703,0.213641862296246,0
"cell_2_79","Memory CD4+ T",-1.34868201411199,1.14969946369684,1.71978478755934,0.0805010354221259,0
"cell_2_80","Memory CD4+ T",-0.682846768460032,1.00237154921653,1.99625686260799,0.431260437075702,0.5375095970445
"cell_2_81","Memory CD4+ T",-0.217807815601698,1.04320882003142,2.32165912482927,0.0475491655728339,0.597260815918468
"cell_2_82","Memory CD4+ T",-0.929578375967451,1.28502395554155,2.81761760838595,0.191529921387425,0.179644158050321
"cell_2_83","Memory CD4+ T",-0.143603646653951,1.46767498497496,1.62321168052382,0.925969783997733,0.216098021434557
"cell_2_84","Memory CD4+ T",-1.4558677317186,1.02145686058319,3.01844051258599,0.361813528070277,0.339751283808928
"cell_2_85","Memory CD4+ T",-1.12458418028252,1.40062637774409,1.91838174634795,0.36232502412774,0.195682615923469
"cell_2_86","Memory CD4+ T",-1.4559155573376,1.20009442956053,3.03681050144922,0,0.0609626762611664
"cell_2_87","Memory CD4+ T",-0.841676275340552,1.08336795301316,2.93976769825899,0,0.136146543521883
"cell_2_88","Memory CD4+ T",-0.687412275118525,1.38769229896589,2.35145591849628,0.612700478773621,0.54365446817341
"cell_2_89","Memory CD4+ T",-0.560936650017846,0.967406921392275,1.64180357054851,0,0.2275424288648
"cell_2_90","Memory CD4+ T",-0.607941508403726,0.815514046006995,3.53486820064691,0.470796683556372,0.0185428784163273
"cell_2_91","Memory CD4+ T",-0.937094093874528,1.44089405139008,2.65239898195695,0.133787952060905,0.661725781194069
"cell_2_92","Memory CD4+ T",-1.18780742186029,1.1074454987354,2.43373538917367,0,0.729083533667059
"cell_2_93","Memory CD4+ T",-1.36753707974686,0.690929999841698,3.05259422721208,0,1.04186396383245
"cell_2_94","Memory CD4+ T",-0.810229406443038,1.10056110747943,2.40893231453984,0,0.839243229436884
"cell_2_95","Memory CD4+ T",-0.123375673167292,1.39835214614049,2.18705756165781,0.140837229401879,0.438173098874342
"cell_2_96","Memory CD4+ T",-1.19821900827064,1.06968670116302,3.36062148989886,0.467263022374206,0.324877938741303
