"x","y","value","class"
2,6,-0.236966662954345,"Tumor"
3,6,-0.0971942127485729,"Blank"
4,6,-0.127396542840557,"Stroma"
5,6,-0.39997731492315,"Blank"
6,6,-0.842346912022843,"Stroma"
7,6,-1.25442444908311,"Stroma"
8,6,-1.91948410181201,"Blank"
9,6,-2.16898134418425,"Immune"
10,6,-1.69637776817107,"Tumor"
11,6,-1.44848356904252,"Immune"
12,6,-1.38729746838297,"Tumor"
13,6,-0.499863091459923,"Immune"
14,6,-0.609913265777802,"Immune"
15,6,0.131132611575663,"Blank"
16,6,-0.0970348580564946,"Stroma"
17,6,0.056149341286746,"Tumor"
18,6,-0.577895923362403,"Tumor"
1,7,-0.432890031177661,"Tumor"
2,7,-0.11075329471401,"Immune"
3,7,0.300514628826377,"Immune"
4,7,-0.461572437430915,"Immune"
5,7,-0.297606070321938,"Tumor"
6,7,-0.626880383379891,"Stroma"
7,7,-1.21651441153258,"Immune"
8,7,-1.8535606403044,"Immune"
9,7,-1.58112883813484,"Stroma"
10,7,-2.12204647363754,"Stroma"
11,7,-1.62202198953111,"Immune"
12,7,-0.960813955488841,"Stroma"
13,7,-0.672923571537499,"Blank"
14,7,-0.296659282332907,"Blank"
15,7,-0.109099901273494,"Immune"
16,7,-0.193069603600283,"Blank"
17,7,-0.0970475556615359,"Stroma"
18,7,-0.451714453583902,"Immune"
1,8,-0.397459536832794,"Immune"
2,8,0.240855860615451,"Stroma"
3,8,0.431568074927527,"Stroma"
4,8,0.583306708463701,"Stroma"
5,8,-0.217952606872381,"Stroma"
6,8,-0.438723880045785,"Tumor"
7,8,-0.848331274023217,"Tumor"
8,8,-1.41422873842575,"Stroma"
9,8,-1.73033423186336,"Immune"
10,8,-1.45084843890018,"Tumor"
11,8,-1.53290746200392,"Tumor"
12,8,-0.801154489115404,"Blank"
13,8,-0.40718155943375,"Immune"
14,8,-0.18390508611375,"Blank"
15,8,0.42313260035757,"Immune"
16,8,0.376666767990405,"Blank"
17,8,0.425491734392811,"Immune"
18,8,-0.132072999367283,"Immune"
1,9,0.254359825134343,"Tumor"
2,9,0.427699483092115,"Tumor"
3,9,0.76697862211373,"Immune"
4,9,1.01416591575088,"Blank"
5,9,0.0711472788766478,"Tumor"
6,9,-0.13239714043699,"Stroma"
7,9,-0.544557722649705,"Blank"
8,9,-0.978489554837296,"Immune"
9,9,-1.19514770822657,"Tumor"
10,9,-1.14499829090611,"Immune"
11,9,-1.12237803754589,"Blank"
12,9,-0.62045190118759,"Stroma"
13,9,0.147640797526347,"Tumor"
14,9,0.525691576568578,"Immune"
15,9,0.863616237413489,"Blank"
16,9,0.883920747637175,"Immune"
17,9,0.379241613751702,"Immune"
18,9,0.269588368198145,"Blank"
1,10,0.6418288195865,"Blank"
2,10,0.925849478532236,"Immune"
3,10,0.859697442269189,"Immune"
4,10,0.970371535011434,"Immune"
5,10,0.739910360493005,"Immune"
6,10,0.457705761853152,"Stroma"
7,10,0.0396124863193144,"Blank"
8,10,-0.33035837414036,"Blank"
9,10,-0.741798035883811,"Stroma"
10,10,-0.845088518347425,"Blank"
11,10,-0.0429794670536148,"Stroma"
12,10,0.0761594331501302,"Immune"
13,10,0.360290729686877,"Tumor"
14,10,0.79356174858364,"Stroma"
15,10,1.35653552885849,"Immune"
16,10,1.26382149721618,"Stroma"
17,10,1.05680390964,"Stroma"
18,10,0.936629537997806,"Tumor"
1,11,1.30636758551973,"Tumor"
2,11,1.4680980609311,"Blank"
3,11,1.88144577978631,"Tumor"
4,11,1.40168648502334,"Stroma"
5,11,1.51818666975564,"Immune"
6,11,1.26632967162268,"Tumor"
7,11,0.197737645600142,"Immune"
8,11,-0.0219676064644616,"Stroma"
9,11,-0.098959085195878,"Blank"
10,11,-0.0430516296767982,"Immune"
11,11,-0.020713251347931,"Tumor"
12,11,0.150237631118824,"Immune"
13,11,1.28963142999471,"Tumor"
14,11,1.3134457217366,"Tumor"
15,11,1.45118735274504,"Blank"
16,11,1.62309457343419,"Tumor"
17,11,1.59690733588653,"Tumor"
18,11,1.33961092044448,"Tumor"
1,12,0.924272419492819,"Tumor"
2,12,2.03736393626322,"Tumor"
3,12,1.97488338649745,"Stroma"
4,12,1.71552469967807,"Stroma"
5,12,1.90377595881391,"Stroma"
6,12,1.01401703888403,"Stroma"
7,12,0.730988061645935,"Immune"
8,12,0.313395065831461,"Stroma"
9,12,0.222536918973929,"Stroma"
10,12,0.190819816516285,"Tumor"
11,12,0.32799835766474,"Stroma"
12,12,0.404788523919235,"Blank"
13,12,0.676901878477482,"Stroma"
14,12,1.47462635980512,"Tumor"
15,12,2.11287537060583,"Immune"
16,12,2.11335747893027,"Tumor"
17,12,1.96686013877888,"Stroma"
18,12,1.19169476420707,"Immune"
