"gene","log2FC","pvalue","status"
"G75",-0.554080802302994,0.552782735749299,"NS"
"G76",-2.31360948625069,0.0123244257452206,"NS"
"G77",0.974316432798137,0.0970854998859544,"NS"
"G78",-0.936421115030845,0.039124149624624,"NS"
"G79",-0.490790522523269,0.25386964645401,"NS"
"G80",-1.1253202157572,2.60547174405807e-06,"NS"
"G81",0.574501259409009,0.0300216975994881,"NS"
"G82",0.380006078414117,5.52038557267826e-05,"NS"
"G83",-0.84826191740716,0.929162770686389,"NS"
"G84",0.056190820270517,1.7213265334523e-05,"NS"
"G85",-0.160277722846134,0.0351990091366165,"NS"
"G86",-2.00634034927582,0.00176826228109235,"Down"
"G87",1.68714647737295,0.0046670671886949,"Up"
"G88",-1.00396354559301,0.00360805450754,"NS"
"G89",0.704962395862241,0.0398020513759645,"NS"
"G90",1.35285042473766,3.01863480395333e-06,"Up"
"G91",-0.607380922794407,0.0156657452938708,"NS"
"G92",-1.07125926603232,0.00228902763131992,"NS"
"G93",-1.34257071755977,1.02244314317628e-05,"Down"
"G94",-0.0266389060576393,5.05380161956544e-05,"NS"
"G95",0.443623504870721,0.14879303922592,"NS"
"G96",1.7723604040448,0.211880933716621,"NS"
"G97",1.49632689973492,0.174778596970061,"NS"
"G98",2.02290470472488,6.59953157278818e-06,"Up"
"G99",0.381381530331163,0.000101221080867981,"NS"
"G100",-0.489347615928805,0.0440253306799938,"NS"
"G101",0.0916236027468497,0.000355028826316139,"NS"
"G102",0.93574637237524,2.51442445447989e-05,"NS"
"G103",0.785975507778492,1.73017485827761e-05,"NS"
"G104",-0.855855917590845,0.0323608933651131,"NS"
"G105",1.51940989668993,0.00602135152058847,"Up"
"G106",1.65986616147559,0.0454841549679761,"NS"
"G107",0.384471078241228,2.25534896787047e-05,"NS"
"G108",-0.48389729508254,0.279095625842695,"NS"
"G109",0.0385960216593297,0.0229557396433928,"NS"
"G110",0.643073604771228,0.174358093004023,"NS"
"G111",1.29802099820806,0.000979208592517072,"Up"
"G112",0.179353879865808,1.09126782005776e-06,"NS"
"G113",-1.25378363630043,0.000489599528146137,"Down"
"G114",0.808130498326707,0.000983936757573898,"NS"
"G115",0.0147299085863247,2.51021249282807e-05,"NS"
"G116",1.74757476695259,0.270873796610822,"NS"
"G117",0.10188614205644,0.00355488092436182,"NS"
"G118",0.832721792307922,0.0410977132670565,"NS"
"G119",-0.256808566135638,0.00046459143446493,"NS"
"G120",0.127888858085475,0.0213332267664295,"NS"
"G121",0.897853105373559,2.39210356862462e-05,"NS"
"G122",-1.05546081890172,0.00016763969047571,"NS"
"G123",0.326207580358815,0.0382231422412305,"NS"
"G124",-0.571256108698429,2.48432061426801e-05,"NS"
"G125",0.556051548642499,1.13516592800919e-06,"NS"
"G126",0.818819080542836,0.010067743503393,"NS"
"G127",-0.153767384381705,0.214044262448859,"NS"
"G128",-0.738477121043756,0.000673824586199829,"NS"
"G129",-0.286337035625594,0.0303208901902259,"NS"
"G130",-1.86244871203329,0.000235991872960547,"Down"
"G131",1.37504978634848,1.01744934858609e-05,"Up"
"G132",0.673948695918311,0.000119002008964742,"NS"
"G133",-0.275709925349651,7.03404687992924e-05,"NS"
"G134",-1.04031305141476,0.0092247592612267,"NS"
"G135",0.677720681620251,0.658479499148592,"NS"
"G136",-0.630303655390913,0.61773965590113,"NS"
"G137",-0.772328206484131,0.000330809227011897,"NS"
"G138",-1.15107555444332,0.0515191150469684,"NS"
"G139",-0.498659118880956,0.00020654725487081,"NS"
"G140",-1.76023036324454,0.161238245426347,"NS"
"G141",1.17084088671978,0.00090182867575407,"NS"
"G142",2.03692643180636,5.71704091994906e-06,"Up"
"G143",-1.67603383260197,0.00235604682003442,"Down"
"G144",-0.365886072546287,0.12371001647288,"NS"
"G145",0.872708674774721,0.993221772725448,"NS"
"G146",0.183643429297871,5.33518644033116e-06,"NS"
"G147",0.724548702009277,0.234964292741192,"NS"
"G148",-0.892000989952356,0.0417167890904354,"NS"
"G149",-0.472349707103188,0.0457007761918986,"NS"
"G150",-2.96937035986442,2.44649770820592e-06,"Down"
"G151",-0.175841704977709,0.0112784962079577,"NS"
"G152",1.47151543719164,0.0388740110029719,"NS"
"G153",-0.204622695300921,0.000229022425408233,"NS"
"G154",0.424591120361668,0.0867922899259699,"NS"
"G155",0.0502254890254553,0.0321775633253295,"NS"
"G156",-0.456193963988375,2.55477885328975e-05,"NS"
"G157",-1.08105763370392,0.000320027482650259,"NS"
"G158",0.394754525705396,0.000684086038855109,"NS"
"G159",0.639416913987574,0.668213895717651,"NS"
"G160",-0.846151549004421,1.84534821543476e-06,"NS"
"G161",1.72255535934358,6.39166432426904e-05,"Up"
"G162",-0.0766685855087977,0.000432512697567174,"NS"
"G163",-0.181677342573737,0.463217855558843,"NS"
"G164",-1.71311438009944,1.62782179245168e-05,"Down"
"G165",0.251803231327122,2.25255465034735e-05,"NS"
"G166",1.1279837287359,0.152914413661848,"NS"
"G167",-1.03229303473241,0.00164128292303265,"NS"
"G168",-1.85451185864635,0.0871701906357071,"NS"
"G169",-0.629553350366488,0.254892709090181,"NS"
"G170",-1.04753899703033,1.80962098475272e-05,"NS"
"G171",-0.213046464526856,0.000148380010857593,"NS"
"G172",1.37599591248878,0.548410917174346,"NS"
"G173",-0.191518239082635,0.00241788906736827,"NS"
"G174",0.50997106009794,4.86047780887612e-05,"NS"
"G175",2.14191278874579,0.000905043736571349,"Up"
"G176",1.97376465375138,0.000109202796203071,"Up"
"G177",1.64070205160759,0.0145883502287967,"NS"
"G178",1.04409418151019,0.000860038004699235,"NS"
"G179",0.115076802019562,0.00683598043415097,"NS"
"G180",0.165510217757633,0.0134030485631278,"NS"
"G181",-0.89508302205226,0.00289179876864737,"NS"
"G182",0.253284838647098,9.19599603219258e-06,"NS"
"G183",0.51728845300033,0.00392531789338882,"NS"
"G184",-1.20851484437803,0.000313453651476281,"Down"
"G185",1.05103041956075,2.00105583400373e-06,"NS"
"G186",-0.358703163736072,0.821235042370753,"NS"
"G187",-0.221879489703748,0.0284283555615218,"NS"
"G188",-0.760430067298111,0.0412870681503229,"NS"
"G189",-0.721209628432114,1.53718999103016e-05,"NS"
"G190",-1.16431003231055,0.000302716262803132,"NS"
"G191",1.20722055831857,2.65257362295147e-05,"Up"
"G192",-1.05017700355688,0.00101044911288877,"NS"
"G193",-0.499607844381846,0.0148893780758343,"NS"
"G194",-1.07219082007023,6.86472876432662e-05,"NS"
"G195",0.303950316652144,4.26534915065427e-05,"NS"
"G196",0.517288725448927,0.151819203383022,"NS"
"G197",1.31672674177583,1.20987240038487e-06,"Up"
"G198",0.635544379028957,2.6163418836726e-06,"NS"
"G199",-2.0872669402591,2.08883254624944e-06,"Down"
"G200",2.08540229398618,0.00119615392734655,"Up"
"G201",1.22674396055013,3.82560869539179e-06,"Up"
"G202",-0.00623880176199539,2.43149577545331e-05,"NS"
"G203",-0.00113787915364719,2.39921699274902e-06,"NS"
"G204",0.547438109781453,0.000197169782455457,"NS"
"G205",1.60036315328276,2.57290773416611e-06,"Up"
"G206",0.917423309481421,8.83933742571633e-06,"NS"
"G207",0.313355305454264,5.42699924167432e-05,"NS"
"G208",-0.370903405405187,0.443681283608907,"NS"
"G209",-0.896683817750199,0.0135867041303015,"NS"
"G210",0.0620872628812604,4.04975166705987e-05,"NS"
"G211",0.558344268133184,0.000299975436994014,"NS"
"G212",-0.153148341188629,1.856176916173e-06,"NS"
"G213",-0.427970666536963,0.0356748621555487,"NS"
"G214",-0.191255878301599,4.78156681548973e-06,"NS"
"G215",-0.00902308707111709,1.43586943364795e-05,"NS"
"G216",2.0884895088453,7.27064443555229e-05,"Up"
"G217",-0.355672483526212,0.00439065275560916,"NS"
"G218",0.895623714673133,0.130538181641669,"NS"
"G219",-2.38844321048353,2.15862303281375e-06,"Down"
"G220",-0.227514370268945,0.868795264410835,"NS"
"G221",0.569739931469915,0.00516999952162173,"NS"
"G222",0.578251484149851,0.0199377296190573,"NS"
"G223",-1.63378699440205,0.00432550579320014,"Down"
"G224",-0.185198649881857,0.000578555251482156,"NS"
"G225",0.626707240596212,0.000324636134756023,"NS"
"G226",0.177052454518187,0.000858785610546364,"NS"
"G227",0.720704894055149,0.0090931964195948,"NS"
"G228",-0.131896066296975,0.0866862372169817,"NS"
"G229",0.547272983181127,0.994430037261006,"NS"
"G230",-0.14700890102444,0.0050646065745457,"NS"
"G231",0.396004155854744,0.74644792066966,"NS"
"G232",0.221266884928915,9.68189663249962e-05,"NS"
"G233",-0.0580586890616876,1.83521722584372e-05,"NS"
"G234",1.52136020997472,7.0497101252176e-06,"Up"
"G235",-1.4558985861128,3.72213953506244e-06,"Down"
"G236",0.355893821893766,1.23376904592341e-06,"NS"
"G237",1.56503821161304,0.0020142587961904,"Up"
"G238",0.733894328554975,0.007296238398863,"NS"
"G239",-1.19040235482374,0.000131025803650142,"NS"
"G240",0.875274928924538,0.00312977011225806,"NS"
"G241",0.375313159557272,3.97945753686494e-05,"NS"
"G242",-0.399871014591638,0.0258477951767985,"NS"
"G243",-2.3934887424342,0.00220417510533409,"Down"
"G244",-0.337734180375564,0.0031292576806958,"NS"
"G245",0.439536733423992,4.07083126234996e-05,"NS"
"G246",1.2463572879827,0.0176673695095944,"NS"
"G247",0.285514685395029,0.0218740003588836,"NS"
"G248",-1.62855717562423,0.00255848068217069,"Down"
"G249",1.04847867277308,0.000107391971069506,"NS"
"G250",-2.0712521166772,0.000420302499529106,"Down"
"G251",0.290794297664472,0.00351971554485325,"NS"
"G252",0.909632041544877,0.000300646203437935,"NS"
"G253",-0.105961391721635,0.000703250415093116,"NS"
"G254",-1.00917701232013,5.9260368594152e-05,"NS"
"G255",-1.03030670755528,0.222581400573499,"NS"
"G256",-1.26181029277014,0.0011644802292121,"Down"
"G257",-2.64025462378853,0.096260138579831,"NS"
"G258",0.726456181689908,0.00389115329382773,"NS"
"G259",0.422040971040318,3.03396550560373e-06,"NS"
"G260",1.02921859336969,1.26822453593524e-05,"NS"
"G261",-0.306808523645427,0.129175223020049,"NS"
"G262",0.323588074790194,1.26333001750276e-06,"NS"
"G263",1.18123183798938,0.000826365938089331,"NS"
"G264",-2.09289452028466,0.00013297996028347,"Down"
"G265",-1.28880794767815,0.00160969260313495,"Down"
"G266",-0.725976916834035,0.0412291778081746,"NS"
"G267",1.58006575836012,0.104370000503995,"NS"
"G268",-0.787652752670087,0.00272338576544986,"NS"
"G269",-1.2502494597181,0.0279334485094563,"NS"
"G270",-1.27795614908893,1.69226350735744e-06,"Down"
"G271",-0.656163828267797,0.0515154496120645,"NS"
"G272",-1.68997536356656,0.0485743111671369,"NS"
"G273",2.0233024721471,0.0115352141257505,"NS"
"G274",0.296768518901391,1.33431390318492e-06,"NS"
"G275",-0.529267302352352,0.0176773108796662,"NS"
"G276",2.59219732303061,0.000246199406301519,"Up"
"G277",-0.649493483266675,0.00351536232081713,"NS"
"G278",0.239851658383409,0.0137150295917936,"NS"
"G279",0.613884022788366,0.0481958673616983,"NS"
"G280",-0.831915305745518,0.0417662628741323,"NS"
"G281",-0.513588686015311,1.89731689450771e-06,"NS"
"G282",-1.1427891011932,0.668452653659483,"NS"
"G283",0.585138373287382,0.0269077814829584,"NS"
"G284",-0.131041240559884,0.00111897322232919,"NS"
"G285",-0.825911437026897,0.000468740459065299,"NS"
"G286",-0.857731374355258,7.37851832083801e-06,"NS"
"G287",0.608484436015891,0.00577806368067244,"NS"
"G288",1.17227745274509,0.00779421320413007,"NS"
"G289",-1.14348221624901,7.09423787654487e-06,"NS"
"G290",0.755178062611148,2.161881819561e-05,"NS"
"G291",-0.988856616617732,0.00246636160589947,"NS"
"G292",-1.78058600479675,2.63423388143023e-05,"Down"
"G293",-1.18507345127553,6.98607872984982e-05,"NS"
"G294",-0.823013313212974,0.00635023868016905,"NS"
"G295",0.149805673396939,0.00142476724800066,"NS"
"G296",-1.84649237115841,0.0866882889561664,"NS"
"G297",1.04931991578777,2.95568058948868e-05,"NS"
"G298",-0.111553804697526,1.04114446539217e-05,"NS"
"G299",0.955741433201227,4.04844754951195e-05,"NS"
"G300",0.526282530703075,1.68427821397361e-05,"NS"
"G301",-0.609485691187948,4.43738546642498e-05,"NS"
"G302",-0.76982218209945,0.000311564197194731,"NS"
"G303",0.449461829154052,6.38341899964842e-05,"NS"
"G304",-0.0678616672955707,0.957234070472967,"NS"
"G305",0.670562537844383,5.06150604537666e-05,"NS"
"G306",0.607732220352191,7.60983206023784e-06,"NS"
"G307",-1.83805078315626,4.13089094847072e-06,"Down"
"G308",-2.44346351219841,0.0467132879644543,"NS"
"G309",-1.57115648258032,8.95137738168866e-06,"Down"
"G310",-0.448315340767571,1.01086621059427e-06,"NS"
"G311",0.287119651298804,3.39009135547284e-06,"NS"
"G312",-0.053497354584735,0.00803986418273898,"NS"
"G313",0.247489392055386,6.60291491088331e-06,"NS"
"G314",-0.0232298259058627,1.15281644953579e-06,"NS"
"G315",1.46287047116733,0.0657653141686573,"NS"
"G316",-0.959403589216454,0.000133488823765312,"NS"
"G317",0.814555788185729,0.00330021358422808,"NS"
"G318",3.1325784586621,6.81531703891268e-06,"Up"
"G319",0.698931186557135,0.0663093083517384,"NS"
"G320",0.906181796758874,0.0095787564349714,"NS"
"G321",2.05218389670669,3.32278812270312e-05,"Up"
"G322",1.28442675402844,2.49641345424283e-05,"Up"
"G323",0.21599227352017,7.10284534155711e-05,"NS"
"G324",-1.33814963631184,1.99694236627959e-06,"Down"
"G325",-0.118437215062273,0.0260957805960838,"NS"
"G326",1.56326068897905,0.00103829490327382,"Up"
"G327",1.17023515228049,0.00480406845065462,"NS"
"G328",0.658853766041956,0.00057263833412251,"NS"
"G329",1.14409468957301,3.59041619200865e-05,"NS"
"G330",-1.12938482341606,0.00550287323920915,"NS"
"G331",-0.0375724783649217,0.255894490688212,"NS"
"G332",-0.49586314877664,0.0646807454347758,"NS"
"G333",-0.813116555498837,0.000328450681852896,"NS"
"G334",0.00150575949387409,0.378673922458164,"NS"
"G335",0.279044342508747,0.768188903381143,"NS"
"G336",2.71061603124912,0.835509020488414,"NS"
"G337",0.887183627263683,0.17063568115059,"NS"
"G338",0.708349558118252,0.196920855029401,"NS"
"G339",-0.901713546951755,0.000864852272721132,"NS"
"G340",-0.758133258874436,5.24833999207392e-06,"NS"
"G341",0.782977070593182,0.00954877666971594,"NS"
"G342",0.642496046333965,0.0841236455558175,"NS"
"G343",-0.0186122231821453,0.007522713944471,"NS"
"G344",0.228437209351867,0.120951956472292,"NS"
"G345",0.304338485180009,0.526719982506091,"NS"
"G346",0.661757233147822,0.00112874403257452,"NS"
"G347",-0.00934131740167623,5.14419333804773e-05,"NS"
"G348",1.08439829522829,1.52738063165489e-05,"NS"
"G349",0.390459321987589,9.69900999180484e-05,"NS"
"G350",-0.739143486702997,2.92718005727483e-05,"NS"
"G351",-0.449353438859046,0.0326833656109227,"NS"
"G352",0.458046675148872,0.000632234479682254,"NS"
"G353",-0.15883988261788,0.0199107761322364,"NS"
"G354",-0.183384127325278,0.00996731080461237,"NS"
"G355",0.505795540774826,0.00039931764521248,"NS"
"G356",1.03489754870885,0.00067405954450775,"NS"
"G357",-1.41294432606643,6.13658210236537e-05,"Down"
"G358",0.827146505502926,0.000125521532904333,"NS"
"G359",-0.181647472983422,5.75777155867195e-06,"NS"
"G360",-1.0718021313015,0.000114888225740365,"NS"
"G361",0.822032265326083,0.0151666216387536,"NS"
"G362",-0.0686070610512959,0.689964473666188,"NS"
"G363",-0.95260769610588,0.540990539909355,"NS"
"G364",-0.17074906356891,1.00350819799628e-05,"NS"
"G365",-0.537987813454001,0.112463983859127,"NS"
"G366",-0.324727894691746,0.0127781794408122,"NS"
"G367",-0.413017753806416,2.53112299489943e-05,"NS"
"G368",-0.453824212146465,1.8549820311721e-05,"NS"
"G369",0.155436375871763,0.000814655831320776,"NS"
"G370",0.643998145188937,0.0103638228914542,"NS"
"G371",-0.691326623323868,0.00073747652863402,"NS"
"G372",-0.379285152827228,8.01001382673926e-05,"NS"
"G373",-2.2030308900584,8.03678990979109e-05,"Down"
"G374",-0.31303843541397,0.0130285663773594,"NS"
"G375",-1.1208238479296,3.03050471646976e-05,"NS"
"G376",0.334442330218907,7.78483216375427e-05,"NS"
"G377",-0.181386455615763,1.16909515578797e-05,"NS"
"G378",1.58530405075534,2.47400191850108e-06,"Up"
"G379",1.23502757511381,0.0282530095988433,"NS"
"G380",-0.576521240562614,5.35281596719378e-06,"NS"
"G381",0.899874395793452,4.85126222051744e-05,"NS"
"G382",-1.09671102805006,0.000403494522619146,"NS"
"G383",2.28786559486731,0.000208113834323857,"Up"
"G384",-1.03021102215342,0.848639501737862,"NS"
"G385",0.579063444251322,1.07517556927014e-05,"NS"
"G386",0.318103786282631,1.28618690334224e-05,"NS"
"G387",1.04924923531189,1.68463656020436e-06,"NS"
"G388",-0.534669409935958,0.0461206238843114,"NS"
"G389",-0.36791168023352,0.000410149665100692,"NS"
"G390",-0.175473940554118,0.31350241459813,"NS"
"G391",1.0798942948031,0.000133841678126159,"NS"
"G392",-2.09327363949859,0.449719422387855,"NS"
"G393",0.433152925569332,0.281729958792193,"NS"
"G394",0.234732359407509,0.000163792814545233,"NS"
"G395",0.635425450556383,0.639559175891024,"NS"
"G396",1.85486867688536,7.74752330942585e-06,"Up"
"G397",-0.50231369497074,1.71731462078422e-05,"NS"
"G398",-1.01711490290637,0.651451274909176,"NS"
"G399",2.00020976061721,0.00123395883658482,"Up"
"G400",-1.61629937116405,2.4185101309548e-06,"Down"
"G401",-0.012916512127713,8.05641346773278e-06,"NS"
"G402",-0.10741305151525,3.03349743791455e-06,"NS"
"G403",1.83762563350523,0.140341372826138,"NS"
"G404",0.146688124989712,9.16267306947894e-06,"NS"
"G405",1.03972770206507,0.00278172997980202,"NS"
"G406",1.10697601190222,0.00487813082372509,"NS"
"G407",-2.03965547013873,3.05598793615928e-06,"Down"
"G408",0.844913028343625,0.369897623411674,"NS"
"G409",1.37160299025565,0.00799406712197172,"Up"
"G410",-1.21530732208861,1.36716316328673e-05,"Down"
"G411",1.51787241144206,0.00124777470795504,"Up"
"G412",1.49080053526754,0.00761992382635333,"Up"
"G413",-0.317457975355492,0.00338668855794967,"NS"
"G414",-0.505189672243078,0.046933673235688,"NS"
"G415",0.119997842468401,0.000157035569540921,"NS"
"G416",-0.887992494070221,0.000511642641014065,"NS"
"G417",-0.704983225088835,2.42594088854e-06,"NS"
"G418",-1.51010844675347,0.50453082159548,"NS"
"G419",1.54155065396121,0.00180416668947927,"Up"
"G420",1.42640668676597,1.9566963260512e-05,"Up"
"G421",-1.13392441636028,8.28445653941965e-06,"NS"
"G422",1.10247400504797,0.00192503690542269,"NS"
"G423",1.49915273785201,1.9616689051557e-06,"Up"
"G424",-0.601517114203191,2.39844215232688e-05,"NS"
"G425",-0.906661841445163,0.0451747239369898,"NS"
"G426",-1.33195275542106,0.00953602829240588,"Down"
"G427",1.69204683213998,2.16753707618929e-05,"Up"
"G428",0.543025391150346,2.34195798287667e-06,"NS"
"G429",-0.266137208259083,0.0947636255540463,"NS"
"G430",1.28377614114497,0.0119944374196504,"NS"
"G431",-1.30003987234515,0.168986925089133,"NS"
"G432",0.65968036339834,0.359514055623808,"NS"
"G433",0.838913061409477,7.81258361488956e-05,"NS"
"G434",-0.294081123260958,0.00017484249771641,"NS"
"G435",0.570499589627402,0.312536854614229,"NS"
"G436",0.996983312258384,0.00322780174113694,"NS"
"G437",-0.881338549191976,0.596763204296208,"NS"
"G438",-0.430159976284008,0.000122518883939168,"NS"
"G439",1.24643167092457,0.009189106204645,"Up"
"G440",0.292670304937646,3.31070234407938e-05,"NS"
"G441",-0.192409572210181,0.247672217738959,"NS"
"G442",-2.76566511181147,3.75300229838729e-06,"Down"
"G443",-0.201139826860343,1.03878104631661e-06,"NS"
"G444",-0.642585551976212,0.00704392540357549,"NS"
"G445",-0.183416013687722,5.03724108352457e-06,"NS"
"G446",0.383726556482691,0.00122582720607084,"NS"
"G447",-1.25085281095879,0.0522309306513067,"NS"
"G448",-0.335270816206871,0.100508336743668,"NS"
"G449",0.0696788824461415,0.000187402887498858,"NS"
"G450",1.00245765597797,0.000119604113404152,"NS"
"G451",0.496325096288713,3.44234445780482e-05,"NS"
"G452",1.61219199455273,0.192887335025649,"NS"
"G453",-1.56002236486642,0.235156240154659,"NS"
"G454",-0.216681066545243,9.36217384572306e-05,"NS"
"G455",-2.58562266420354,2.55842316749633e-05,"Down"
"G456",-0.54632990755599,0.764327351898177,"NS"
"G457",-0.349908208631747,0.0036488721053152,"NS"
"G458",-0.243137695266215,3.85301688925446e-06,"NS"
"G459",-0.426084154510704,6.6646114956474e-06,"NS"
"G460",0.281578726957867,0.00108974513868143,"NS"
"G461",-0.972405032360528,3.88699773846674e-05,"NS"
"G462",-0.812153813366052,0.0589046360279019,"NS"
"G463",1.83321203922554,0.680402905407621,"NS"
"G464",-0.424749096607759,0.000139217024921664,"NS"
"G465",1.43433586980227,0.0133265602255479,"NS"
"G466",-0.539310757159485,0.180417994840016,"NS"
"G467",-1.88119125180866,1.83849592349393e-06,"Down"
"G468",-0.217600487996042,0.000956409590638465,"NS"
"G469",0.370981661995638,3.48282189083934e-05,"NS"
"G470",-0.982382397760621,2.83896598211033e-05,"NS"
"G471",0.124123468749814,2.64963362634084e-05,"NS"
"G472",-0.160951386394792,0.071159731798186,"NS"
"G473",1.31569145543878,1.04680360861136e-06,"Up"
"G474",-2.30617889804244,7.0000999682875e-05,"Down"
"G475",-1.50730327923404,0.00823225736847557,"Down"
"G476",0.261416667191558,4.78029227557444e-06,"NS"
"G477",0.423895918260686,0.0121624953558977,"NS"
"G478",-0.254545834731476,0.0221273706707395,"NS"
"G479",-0.452193470851228,3.69970963305885e-06,"NS"
"G480",-0.322901599998925,0.0108995902956266,"NS"
"G481",-1.00243035393976,0.00717481226145538,"NS"
"G482",-0.0295224216266877,0.00039256046341338,"NS"
"G483",1.09754420800566,0.000176454931245044,"NS"
"G484",0.939523936474484,0.042376046923361,"NS"
"G485",0.0707550380845994,1.28291855246728e-05,"NS"
"G486",0.176106998830507,0.000899951679535017,"NS"
"G487",-2.09387792258027,0.0275141098652303,"NS"
"G488",-0.0358351414426967,0.000543807691360382,"NS"
"G489",1.21114652953168,0.002303132699518,"Up"
"G490",-0.796668696426642,0.000263290774693749,"NS"
"G491",-0.478787315799497,4.89020483227731e-06,"NS"
"G492",0.730935044847912,9.3659560375218e-05,"NS"
"G493",-0.491110157001488,2.35098376780876e-06,"NS"
"G494",0.316759886194278,0.0117114070428171,"NS"
"G495",-0.618690678142056,4.86868723587826e-06,"NS"
"G496",0.475421649189799,4.49573405471244e-05,"NS"
"G497",-0.428725250230683,0.01111154067942,"NS"
"G498",-0.166688121578097,0.000663448574484624,"NS"
"G499",0.8035354301751,0.00184272622925545,"NS"
"G500",0.0675125657876889,0.000768071173555182,"NS"
"G501",0.770731222684284,0.000206157694455678,"NS"
"G502",0.723554609590561,0.00182818651745059,"NS"
"G503",-0.0838863258727936,1.43000119227805e-06,"NS"
"G504",0.243106288358246,0.212015594584133,"NS"
"G505",0.517512631774691,3.31678564232024e-05,"NS"
"G506",1.38205061603318,0.000348609835956625,"Up"
"G507",-1.81426818561625,0.38943096089945,"NS"
"G508",0.275168635004631,0.0379068124223046,"NS"
"G509",-0.046937249361081,0.000218323511570087,"NS"
"G510",0.417744559634812,1.52080763501405e-05,"NS"
"G511",-0.931454030863772,0.000147787726377603,"NS"
"G512",0.269823789855416,3.30281461946638e-06,"NS"
"G513",-0.61406587424816,0.000819287943966775,"NS"
"G514",0.985401401135717,3.47262277143847e-05,"NS"
"G515",-0.173177988159005,1.03440247214175e-05,"NS"
"G516",-1.23117162039788,0.360701772031889,"NS"
