"cluster","cx","cy","x","y","expr","pseudotime"
"Cluster 1",-3,1.8,-2.81714324813431,1.49336120747746,0.0711985224444786,0.361612832127466
"Cluster 1",-3,1.8,-2.64821297395802,2.44758241668919,0.869911465637459,0.461416035011607
"Cluster 1",-3,1.8,-2.59676597926729,1.3380929546865,0,0.344018143937116
"Cluster 1",-3,1.8,-3.69100464272366,1.6916275740447,0.409487697126369,0.261829687766355
"Cluster 1",-3,1.8,-2.72945930349317,2.26259512883554,1.5115200582402,0.420192116808875
"Cluster 1",-3,1.8,-3.16279106287551,1.37345519266609,0.617930746140942,0.327630354071434
"Cluster 1",-3,1.8,-2.83354947941779,1.83313943311829,0.752468041553375,0.432981103182813
"Cluster 1",-3,1.8,-2.52625625024068,1.5228559931194,1.1892547534864,0.417700273949404
"Cluster 1",-3,1.8,-3.1928014520286,2.37997536652301,1.18822842650154,0.421310940659461
"Cluster 1",-3,1.8,-3.27239884996476,1.82944913036572,2.86037928094832,0.338713277048004
"Cluster 1",-3,1.8,-2.72611078486014,1.41564324351292,1.32194320246791,0.352738215886324
"Cluster 1",-3,1.8,-3.27502326182793,2.21096317412037,1.6871101333946,0.362904334722537
"Cluster 1",-3,1.8,-2.74599593807396,1.92434769404505,1.53161598998856,0.397323464693606
"Cluster 1",-3,1.8,-3.14007508935284,1.55717970273532,0.389083472114628,0.356035564617777
"Cluster 1",-3,1.8,-2.7248308109539,2.46093776538094,0.107470852521557,0.455014217515629
"Cluster 1",-3,1.8,-3.24973472404832,2.14920845201252,0,0.321119985548664
"Cluster 1",-3,1.8,-3.36569318175657,1.78026230805304,0.926917119416048,0.369731318913604
"Cluster 1",-3,1.8,-2.61176616844077,2.0677992732941,0,0.472030466772038
"Cluster 1",-3,1.8,-2.75498234678916,1.47255876725772,2.63653615731038,0.348743289603752
"Cluster 1",-3,1.8,-3.37450666245699,2.1115306646171,0,0.406826961915485
"Cluster 1",-3,1.8,-3.36785263131153,1.8418328331821,1.90168242189358,0.349283173486842
"Cluster 1",-3,1.8,-2.27270027860682,1.69972062133519,0.120186800275362,0.405715095879217
"Cluster 1",-3,1.8,-2.74407047088878,1.4851343193115,0.803907183002953,0.319572852713767
"Cluster 1",-3,1.8,-2.76391324920004,1.08136106169775,0,0.364690772652676
"Cluster 1",-3,1.8,-2.96153473824448,1.96358305521029,0.285903934923489,0.422533064654193
"Cluster 1",-3,1.8,-2.93871721809502,1.49653030609836,0.0912102481420887,0.405946706754907
"Cluster 1",-3,1.8,-3.00184537914533,1.60873301051649,0.381531719679197,0.316268334104467
"Cluster 1",-3,1.8,-2.69702732265691,1.97719859675425,1.3251483703375,0.462184999589841
"Cluster 1",-3,1.8,-2.68611729778166,1.21827576345917,0.247241693058553,0.315805190924102
"Cluster 1",-3,1.8,-3.03464486354413,2.02207466333678,1.06961385280419,0.40321772547719
"Cluster 1",-3,1.8,-3.32184030427605,1.31944019616534,0.861332346278476,0.271523852322372
"Cluster 1",-3,1.8,-2.9251564678861,1.76095744153921,1.35274947830513,0.365702014431247
"Cluster 1",-3,1.8,-2.63523188776356,1.97969145283306,1.37237689194674,0.394171342691794
"Cluster 1",-3,1.8,-2.75328329629112,1.69802455236428,0.177807756785277,0.427836220657471
"Cluster 1",-3,1.8,-3.43347292190046,1.48709689692878,1.90288919574615,0.320321599464454
"Cluster 1",-3,1.8,-3.47489151439546,2.04806057299196,0,0.416974151108049
"Cluster 1",-3,1.8,-3.28474274665575,1.08145127264627,0.0940655296117341,0.311345120806822
"Cluster 1",-3,1.8,-2.59609822792602,1.90868756949988,1.61509515460362,0.432228839926946
"Cluster 1",-3,1.8,-2.18448197640566,1.95791563359493,1.35723899123569,0.487809699312851
"Cluster 1",-3,1.8,-2.19435797245176,1.1677491486806,0.428582678453104,0.427919823573605
"Cluster 1",-3,1.8,-3.42450448475375,1.28214419834941,0.332517374572259,0.258625729819609
"Cluster 1",-3,1.8,-2.55518127815812,2.08607510059875,0,0.4429465829341
"Cluster 1",-3,1.8,-2.73857918121667,1.15946596287181,0,0.428713592327449
"Cluster 1",-3,1.8,-2.70479118599211,1.65319203101743,0.401073627487681,0.406848385252585
"Cluster 1",-3,1.8,-2.85978721015093,1.38610720884536,0.990231891003392,0.325931705875313
"Cluster 1",-3,1.8,-3.8078171354055,1.25876663131409,1.26458872837287,0.245561722031482
"Cluster 1",-3,1.8,-3.04413403571186,2.75714625006968,1.59288951741207,0.422012152413306
"Cluster 1",-3,1.8,-3.41142838709474,2.09129928913738,0,0.344735944687451
"Cluster 1",-3,1.8,-2.72348662973291,2.0828679622924,1.65290808146605,0.405400572935058
"Cluster 1",-3,1.8,-2.62762969771419,1.90768683949814,0.162399471558135,0.444600847589432
"Cluster 1",-3,1.8,-2.87470174284394,1.73539663228179,0,0.333030859062255
"Cluster 1",-3,1.8,-2.88312434715001,1.78150658981233,0.282213875544661,0.338031993356039
"Cluster 1",-3,1.8,-3.00765415888715,2.70873674152798,0.649545805008004,0.467801244990419
"Cluster 1",-3,1.8,-2.72056115971295,1.95219257085279,0,0.404287420735488
"Cluster 1",-3,1.8,-3.02899619826425,1.00393891858403,2.89374194062526,0.292358928555942
"Cluster 1",-3,1.8,-2.86926924465056,1.40360309403983,0.441975896263617,0.38454245245662
"Cluster 1",-3,1.8,-2.70964624319471,2.23062566564047,0,0.475108339571562
"Cluster 1",-3,1.8,-2.84659673142278,1.53454242247883,0.90797117708219,0.356442173749584
"Cluster 1",-3,1.8,-3.06072404760638,2.37994671696007,1.93243213959138,0.378907240049889
"Cluster 1",-3,1.8,-2.83146768755048,1.80910793590902,0.806055571369778,0.39362722785804
"Cluster 1",-3,1.8,-3.24727302462751,2.96186211877875,1.14718215700291,0.463743550837037
"Cluster 1",-3,1.8,-3.12217124476069,1.86435100128088,0.552159673460685,0.356485374916756
"Cluster 1",-3,1.8,-2.84050038249016,2.18840406332966,1.52836396253552,0.387175683663327
"Cluster 1",-3,1.8,-3.25630545638751,1.01016782191785,1.16268149165211,0.313144947671335
"Cluster 1",-3,1.8,-3.04118357055748,1.53325338647579,0,0.328040366041177
"Cluster 1",-3,1.8,-2.37816900712523,1.42659197987362,0.185957502288051,0.385761473656891
"Cluster 1",-3,1.8,-2.70825774232275,1.34450148572998,0,0.432363496899236
"Cluster 2",-1,-2.1,-0.575856605741118,-2.10627852386171,2.33837719839208,0.259410843921439
"Cluster 2",-1,-2.1,-2.03396422116631,-1.61595102536991,2.95817313787596,0.151878206548083
"Cluster 2",-1,-2.1,-0.833769685781224,-2.07533620009193,2.15585117684876,0.263340033312535
"Cluster 2",-1,-2.1,-1.005204512219,-2.5928800421753,1.75972701491548,0.125365519808147
"Cluster 2",-1,-2.1,-0.776102048986583,-1.81338995453856,2.0811704260999,0.247373764639814
"Cluster 2",-1,-2.1,-1.00668006711247,-1.42862902508987,0,0.305976669468664
"Cluster 2",-1,-2.1,-0.791577693053642,-3.30771527533755,3.14562575274075,0.177801242000243
"Cluster 2",-1,-2.1,-0.859745547902068,-1.75726227231996,2.97810291525695,0.305300011151009
"Cluster 2",-1,-2.1,-0.243053509167224,-2.08792684982179,2.15036479235421,0.262171542970212
"Cluster 2",-1,-2.1,-1.49223599419028,-1.66092771691531,3.11145586831645,0.155169100290451
"Cluster 2",-1,-2.1,-0.602275087587282,-2.48231078895895,2.09698705425041,0.250342992527613
"Cluster 2",-1,-2.1,-0.872332136557119,-2.85828682227025,4.05118058384044,0.173631734251846
"Cluster 2",-1,-2.1,-0.803052167305221,-2.23419912516238,2.09513296309718,0.225328311046366
"Cluster 2",-1,-2.1,-1.06883640475624,-1.51080296368785,3.50037542889119,0.262465631472251
"Cluster 2",-1,-2.1,-1.1543396848441,-2.24867224781702,2.14798908908181,0.152815910066124
"Cluster 2",-1,-2.1,-1.51533241561097,-2.95387547230235,2.75916529489333,0.0906963378384556
"Cluster 2",-1,-2.1,-0.554557298924967,-3.01653634145029,3.00596439441003,0.141475551829331
"Cluster 2",-1,-2.1,-0.376617130795866,-2.47080291350404,2.72210081597264,0.271397000248301
"Cluster 2",-1,-2.1,-0.0430749753494161,-1.51757998200948,2.9241682828196,0.38948062254246
"Cluster 2",-1,-2.1,-1.00418022510878,-1.75847473838878,2.93081342697505,0.264763135528071
"Cluster 2",-1,-2.1,-0.928005692950203,-1.85614944579659,2.84890062421247,0.28083506721065
"Cluster 2",-1,-2.1,-1.32476501953103,-3.12574042090885,0.828126565380966,0.154556103624677
"Cluster 2",-1,-2.1,-0.124358045975291,-1.57559007212213,2.72876699892833,0.322002506156081
"Cluster 2",-1,-2.1,-0.989641386041314,-2.27568145864312,3.66668722938659,0.28150577490002
"Cluster 2",-1,-2.1,-0.762044465006156,-1.71682212454993,3.29821599084456,0.25992210806797
"Cluster 2",-1,-2.1,-1.03062761264483,-2.03615898449423,3.6261963367008,0.232107274178864
"Cluster 2",-1,-2.1,-1.40109908606967,-1.909095127404,1.82389219456032,0.157136974800895
"Cluster 2",-1,-2.1,-1.21675833143034,-1.91064054741811,2.95679646810196,0.267537334773165
"Cluster 2",-1,-2.1,-1.19682048849965,-1.844417889202,2.99487890504982,0.195994929902868
"Cluster 2",-1,-2.1,-0.824365242508789,-1.72695949491908,3.89521392063849,0.304116044034605
"Cluster 2",-1,-2.1,-1.3121477364282,-2.13900254590269,2.53964560030214,0.157777271349272
"Cluster 2",-1,-2.1,-0.666360104099682,-1.56545718465814,1.71582042186621,0.312269219564363
"Cluster 2",-1,-2.1,-1.10399364563881,-2.06852638177971,1.72043755751084,0.195232178002799
"Cluster 2",-1,-2.1,-0.863008447744845,-2.70681043384502,2.12316212290573,0.162278064831361
"Cluster 2",-1,-2.1,-0.647363105739715,-1.21981605550551,2.05664228025016,0.312742989340706
"Cluster 2",-1,-2.1,-1.0070996331506,-2.61639824107177,1.67313084615079,0.155524910744366
"Cluster 2",-1,-2.1,-1.51108398067026,-1.6986858666127,3.95664251445623,0.17902076812736
"Cluster 2",-1,-2.1,-0.857517226285267,-2.39092919961078,1.91434046668961,0.209853686277918
"Cluster 2",-1,-2.1,-0.705198094379427,-1.85520763932612,2.45732302782796,0.28357302087365
"Cluster 2",-1,-2.1,-1.16149117589025,-3.26094328596548,2.10746871643154,0.136123565637123
"Cluster 2",-1,-2.1,-0.205391593669514,-1.41705692673664,3.17321687282139,0.357190701693913
"Cluster 2",-1,-2.1,-0.676571268718491,-2.77784121053282,2.59642432142892,0.154966444080168
"Cluster 2",-1,-2.1,-1.70796439023871,-2.1890643150466,3.16416995425581,0.148355008254889
"Cluster 2",-1,-2.1,-1.37691707289874,-2.08320548439503,2.67841234595646,0.208648508685512
"Cluster 2",-1,-2.1,-0.781740967137801,-2.55228143541376,2.28714370148197,0.214152041720748
"Cluster 2",-1,-2.1,-0.875505342524922,-2.29020823860776,1.98633970041297,0.263593229317515
"Cluster 2",-1,-2.1,-0.584586242589042,-2.0286250086161,1.60034985475921,0.196153365373745
"Cluster 2",-1,-2.1,-1.32785248956475,-1.63034922648221,2.38010515654837,0.260827000013824
"Cluster 2",-1,-2.1,-1.61551394646657,-2.99121170728792,2.36915709611925,0
"Cluster 2",-1,-2.1,-0.743603962554183,-2.34234542602123,1.78215369560017,0.223573743273956
"Cluster 2",-1,-2.1,-1.00723075310994,-2.56214315716662,1.36340791887558,0.148341306351063
"Cluster 2",-1,-2.1,-0.988993872967847,-2.43575670927298,1.50035331855369,0.179835195688219
"Cluster 2",-1,-2.1,-1.36609375038639,-1.56840856814093,4.95934797243204,0.238101093018714
"Cluster 2",-1,-2.1,-1.8140359770266,-2.34577883093077,2.57337145363169,0.177780363789973
"Cluster 2",-1,-2.1,-0.739698122993457,-2.61562059328187,3.75195044417063,0.158603843485372
"Cluster 2",-1,-2.1,-0.953700983424676,-2.14418773366928,2.61102971374348,0.219917699136394
"Cluster 2",-1,-2.1,-0.934547384833375,-1.90951135385119,2.91074676587356,0.210625093629397
"Cluster 2",-1,-2.1,-1.23838797462121,-2.71120707395501,1.61154982107507,0.131841622337708
"Cluster 2",-1,-2.1,-1.23780733144259,-2.14370388072424,2.56241162386238,0.201553582233821
"Cluster 2",-1,-2.1,-0.840491310727733,-2.41555206975484,3.23044250135331,0.249483333817774
"Cluster 2",-1,-2.1,-1.04980498306413,-1.56518618369841,3.8508179827155,0.232198054224476
"Cluster 2",-1,-2.1,-1.18484231409139,-2.25810958680665,3.28574533942612,0.173318158707782
"Cluster 2",-1,-2.1,-0.442919349583259,-2.27733721672626,1.88348038950713,0.267519425484684
"Cluster 2",-1,-2.1,-1.0256847338906,-2.36041952443139,1.84100301201857,0.152986670313853
"Cluster 2",-1,-2.1,-0.704445854309476,-1.80821034668017,3.18678163537653,0.264809975105584
"Cluster 2",-1,-2.1,-1.31794001101863,-1.60694850692885,2.65784830053997,0.242211436411329
"Cluster 2",-1,-2.1,-1.28305052076121,-1.73745973213809,3.43407803286299,0.272739168149925
"Cluster 2",-1,-2.1,-1.13368063928841,-1.85793969039258,3.06635913276522,0.185887522492622
"Cluster 2",-1,-2.1,-0.635209751341509,-2.60158494091945,1.44087836190135,0.18514344198448
"Cluster 2",-1,-2.1,-1.49668409179562,-2.69153796028279,1.84486424463189,0.145721605140744
"Cluster 2",-1,-2.1,-0.850663621328009,-2.73585155541041,3.5906926012142,0.154071468664823
"Cluster 2",-1,-2.1,-1.13238064858494,-1.65194714610324,2.26384716980588,0.229563304929392
"Cluster 2",-1,-2.1,-1.37780178437696,-2.34175491451257,2.79755353713586,0.121465180437092
"Cluster 2",-1,-2.1,-1.12732080812276,-2.42589411905042,1.2249479659008,0.196762079303724
"Cluster 2",-1,-2.1,-1.75479393078046,-2.11454414688097,2.71000402789166,0.251528040627277
"Cluster 2",-1,-2.1,-0.58861044547153,-2.04450007381833,4.15829199820872,0.237310949751655
"Cluster 2",-1,-2.1,-0.89378527490212,-2.15076973508356,2.4749191002083,0.164564403224323
"Cluster 2",-1,-2.1,-1.29642460281276,-2.76529257744878,3.48540194577659,0.124342502464682
"Cluster 2",-1,-2.1,-1.71080795706772,-2.51974315274914,2.12056094725592,0.116203445472173
"Cluster 2",-1,-2.1,-1.30909116210382,-2.32612597303072,2.35302131360051,0.125811585077808
"Cluster 2",-1,-2.1,-1.53699812223148,-1.87133307264766,2.50507934948465,0.135211292302532
"Cluster 2",-1,-2.1,-1.0246615764802,-2.01844265656056,1.80132067540154,0.208653685928456
"Cluster 2",-1,-2.1,-0.679569899097229,-2.53109534945397,4.00112377076507,0.198427259051836
"Cluster 2",-1,-2.1,-1.75036798656345,-2.37317193994502,0.984315481735381,0.105346087402093
"Cluster 2",-1,-2.1,-0.859711712894653,-1.6719885188903,2.40550586908408,0.230630961020085
"Cluster 2",-1,-2.1,-0.0376825275502172,-2.82125996744153,2.28427279011597,0.234703892911351
"Cluster 2",-1,-2.1,-1.28613799032173,-2.08453643779968,2.88922403987938,0.234284995325255
"Cluster 2",-1,-2.1,-0.574756457842253,-2.31540923888028,2.76300833734913,0.235025866611108
"Cluster 2",-1,-2.1,-1.24324136023025,-2.18780112598096,2.13417495202505,0.228460715719225
"Cluster 2",-1,-2.1,-0.944941159519927,-1.79876456038941,1.87226026855078,0.208939586326762
"Cluster 2",-1,-2.1,-0.955960892423479,-1.84949251238418,2.32927675048205,0.207722106499882
"Cluster 2",-1,-2.1,-0.787782038983798,-1.13177994230808,3.48308112858624,0.300294819925325
"Cluster 2",-1,-2.1,-0.632000507647266,-2.27983147848903,3.50513086249894,0.206782639393112
"Cluster 2",-1,-2.1,0.0302786879465526,-1.82465326150186,2.54551134283271,0.327746461200041
"Cluster 2",-1,-2.1,-1.66648985076479,-2.40615333855267,3.77152328038685,0.155046580792088
"Cluster 2",-1,-2.1,-0.755101051418383,-1.6127784516583,2.00519725001982,0.214976922026802
"Cluster 2",-1,-2.1,-1.21382664460275,-2.33991628618492,2.68338061072683,0.1759990939497
"Cluster 2",-1,-2.1,-0.171773759885771,-1.61308354531833,3.73943243635521,0.2847062747013
"Cluster 3",1.2,1.2,1.06468960564231,0.941701984416572,1.26039287501566,0.632926605627423
"Cluster 3",1.2,1.2,0.75014955363827,1.19349905592188,0.718347744602702,0.643483939280972
"Cluster 3",1.2,1.2,0.083062022018819,0.504753324724007,0.56901983741091,0.480598415582407
"Cluster 3",1.2,1.2,1.95278608036867,0.585449009457972,1.2158354816007,0.672064547495893
"Cluster 3",1.2,1.2,1.26591753515266,1.01585992040087,1.07035996390988,0.657159680973846
"Cluster 3",1.2,1.2,0.968227596179922,1.61003735034901,0.366885777772602,0.642527258188399
"Cluster 3",1.2,1.2,1.21802536018197,1.23007124468677,1.70501752989435,0.733261027380657
"Cluster 3",1.2,1.2,0.9140859479039,1.51957153723557,1.63467429966353,0.66424118034801
"Cluster 3",1.2,1.2,1.35964618689476,1.20893834869371,2.12677404387519,0.671112419201701
"Cluster 3",1.2,1.2,1.63275167010044,0.698979218471583,1.29789540216316,0.668028656243294
"Cluster 3",1.2,1.2,0.865843383538018,1.48948683922192,1.70710611481714,0.686111329813532
"Cluster 3",1.2,1.2,1.89369078067608,1.85119282926225,2.12147251629169,0.793694316514465
"Cluster 3",1.2,1.2,1.23096893026569,1.07938571022305,1.67632488207356,0.683123365479104
"Cluster 3",1.2,1.2,1.10221553196345,1.2753886959287,1.03123259907806,0.633844239050413
"Cluster 3",1.2,1.2,0.977376567285351,1.10881258041787,0.860461373138014,0.585080581839993
"Cluster 3",1.2,1.2,1.10887321841398,1.06939191276966,0.551705597485672,0.65284326848333
"Cluster 3",1.2,1.2,0.982881713953973,0.675624336079581,2.28363060375519,0.643771592243924
"Cluster 3",1.2,1.2,1.48833941358088,1.91361309043112,0.758555642283691,0.775240087534524
"Cluster 3",1.2,1.2,0.680348312239778,1.65967596626085,1.61641952082892,0.67178195021477
"Cluster 3",1.2,1.2,1.61990844729999,1.3909140935663,0,0.703865448569093
"Cluster 3",1.2,1.2,1.43822614013434,0.0971964163368819,0.654981617378259,0.55971476387508
"Cluster 3",1.2,1.2,0.718030778591433,1.55362975064015,1.96956436101662,0.589778821625031
"Cluster 3",1.2,1.2,0.70440237378828,1.07371650607392,0.632561802516262,0.61739206820771
"Cluster 3",1.2,1.2,0.726677972231941,1.3748341188016,0.00316643290676322,0.627576052609923
"Cluster 3",1.2,1.2,0.9572827149247,0.713040291682655,2.09874183608013,0.663064063360696
"Cluster 3",1.2,1.2,1.11967426850611,1.07653084599785,0.410733722610173,0.693562336752981
"Cluster 3",1.2,1.2,1.36662886758085,1.02993981243052,0.384497035896504,0.679785984492545
"Cluster 3",1.2,1.2,0.414448602901838,1.74095661157905,0.00958459622269447,0.63213870018608
"Cluster 3",1.2,1.2,1.2850604237501,0.866058664664256,0.78055981121534,0.644648098766821
"Cluster 3",1.2,1.2,1.29789549140009,1.0602121441273,0.573182871934789,0.68159747965063
"Cluster 3",1.2,1.2,0.906856556849039,1.42243603706355,1.08715040895035,0.628854517642332
"Cluster 3",1.2,1.2,1.04314439202795,1.40069669684789,0,0.640814285327452
"Cluster 3",1.2,1.2,1.40736921873226,1.60918283359084,1.12735355959133,0.715348839952832
"Cluster 3",1.2,1.2,1.48590479082045,0.824219103121392,1.72697047359517,0.66977524065698
"Cluster 3",1.2,1.2,1.46467664233106,0.668781438304765,0.488288626885528,0.627071990914016
"Cluster 3",1.2,1.2,1.20496824009059,1.02008244352257,1.53853492718465,0.697426428483723
"Cluster 3",1.2,1.2,0.685102488426163,2.0030874616618,1.88413168973671,0.685694427134877
"Cluster 3",1.2,1.2,1.18417575915312,1.77727630937275,1.13516191779558,0.718175832370142
"Cluster 3",1.2,1.2,0.664054148403792,1.66646125516029,0,0.694113051223866
"Cluster 3",1.2,1.2,1.36080040656881,0.852304703646253,1.53925963737728,0.649064322580226
"Cluster 3",1.2,1.2,0.683716490828371,0.832542007100208,0.887796035381475,0.563883580610522
"Cluster 3",1.2,1.2,1.44305315943962,0.610117276285925,0.413150587834279,0.62924501368512
"Cluster 3",1.2,1.2,1.53778098032607,1.16262859842512,0.74643988002488,0.73500162263943
"Cluster 3",1.2,1.2,0.0187762114939793,1.25360498536309,0.501503428959616,0.580313182769642
"Cluster 3",1.2,1.2,1.42524230659503,1.54908286804857,0,0.716218577880492
"Cluster 3",1.2,1.2,1.25124044978629,0.965249398222515,0,0.613605708257745
"Cluster 3",1.2,1.2,2.12313976321392,1.29015013223252,0.986652779055056,0.728096671625383
"Cluster 3",1.2,1.2,2.22057635853017,0.553948610514565,0.910612054765613,0.734216563347701
"Cluster 3",1.2,1.2,1.88445608899681,1.03985870323759,2.52110943817509,0.704772820550215
"Cluster 3",1.2,1.2,1.57307108299529,0.950722535352175,0.717687517135455,0.650646244819406
"Cluster 3",1.2,1.2,0.998383186639625,1.53313092310256,0,0.711338401890324
"Cluster 3",1.2,1.2,1.29926405876476,1.38737695767175,0.592692366063574,0.667737055546238
"Cluster 3",1.2,1.2,1.44437392691484,0.793314221197588,2.02791938633682,0.666124650490831
"Cluster 3",1.2,1.2,1.34082429388192,1.89050448844808,1.13269746684073,0.707399529125975
"Cluster 3",1.2,1.2,0.569236432444768,0.840208364787723,0.337324863767344,0.609062943275815
"Cluster 3",1.2,1.2,1.58019364943808,1.46684996263786,0,0.763883043627634
"Cluster 3",1.2,1.2,1.04274847873174,1.01993027102261,0.888894727746171,0.610852434874403
"Cluster 3",1.2,1.2,1.67879258587188,1.50234135993793,2.72273737670482,0.738221366549055
"Cluster 3",1.2,1.2,1.3599785983614,1.21337631698155,1.49916831731171,0.630655065915959
"Cluster 3",1.2,1.2,1.1878436830778,1.91499630857234,0,0.70520779569065
"Cluster 3",1.2,1.2,1.51601969833821,1.29014226065692,1.33464034712391,0.689694127349914
"Cluster 3",1.2,1.2,1.35209348132448,0.847967913050023,1.97578318516199,0.667576331921888
"Cluster 3",1.2,1.2,0.713785369428273,2.01219515416053,0.92793959718212,0.631165151622278
"Cluster 3",1.2,1.2,1.52096583636869,0.445358413975351,1.70669951590483,0.690622199226662
"Cluster 3",1.2,1.2,1.07738669703808,1.25254708454496,2.23694793058644,0.652909268717564
"Cluster 3",1.2,1.2,1.20826437093859,0.857137962056866,2.54631187876914,0.625822656649038
"Cluster 3",1.2,1.2,1.24872292822022,1.1494469954193,0.768100569228632,0.676518892466168
"Cluster 3",1.2,1.2,1.30307514901515,1.61476259077298,0,0.710649615135585
"Cluster 3",1.2,1.2,1.60087014997181,0.873240381436427,0.505123427059145,0.675115248171642
"Cluster 3",1.2,1.2,1.39576102881584,1.64447450697909,1.12007305289919,0.726601244214938
"Cluster 3",1.2,1.2,0.933985909055775,1.74016243911133,1.29027973255322,0.689571071211463
"Cluster 3",1.2,1.2,1.88339468199055,1.788849985975,0.223536704643831,0.73239240882736
"Cluster 3",1.2,1.2,1.02448098333547,0.845274814890238,0.513558258285687,0.608588500318985
"Cluster 3",1.2,1.2,0.725427623210461,1.44490673531342,0.280476130311,0.728182722181966
"Cluster 3",1.2,1.2,1.56536979537161,1.23104078187113,0,0.700456068393144
"Cluster 3",1.2,1.2,1.43866959900111,1.23256021256966,0.782262191799288,0.703778433371136
"Cluster 3",1.2,1.2,1.53560270299458,1.4174756678103,0.244388903775549,0.718951323819123
"Cluster 3",1.2,1.2,1.03537181146013,2.05167159044759,0.788028388071326,0.736557510374219
"Cluster 3",1.2,1.2,1.14799792303678,0.989570678393595,0.224892460527301,0.624977848814652
"Cluster 3",1.2,1.2,1.43521368420376,1.04519277393761,1.23668779325995,0.687500162363678
"Cluster 3",1.2,1.2,0.413447694917771,0.872333135866767,0.971039927752286,0.540372417268078
"Cluster 3",1.2,1.2,0.935368134663736,1.64677408538027,0.164109255978722,0.664153912931534
"Cluster 3",1.2,1.2,1.38263632162587,1.63131210987298,0,0.693347753980615
"Cluster 3",1.2,1.2,0.973353745546108,1.23675603282977,0.512646217419264,0.650865650327174
"Cluster 3",1.2,1.2,1.09415918658967,0.770469841250427,0.677681944259384,0.614483061865255
"Cluster 3",1.2,1.2,1.12312610498746,1.73835110801146,1.80592528263927,0.724721202220138
"Cluster 3",1.2,1.2,0.674047952242691,0.997659085192857,0.0292293158058248,0.59782455266053
"Cluster 3",1.2,1.2,1.40847944290565,1.37753223989749,0.50010145333845,0.666415726899694
"Cluster 3",1.2,1.2,0.961792196790122,1.65481588693331,0.918886102747775,0.639106403385079
"Cluster 3",1.2,1.2,0.836225613033677,1.38892718781719,0,0.649736591370113
"Cluster 3",1.2,1.2,1.19229910155771,1.11242589825604,0.0312103878349343,0.673568037559043
"Cluster 3",1.2,1.2,1.17998564052316,1.18700651366377,0.214183928158692,0.665815434239484
"Cluster 3",1.2,1.2,0.767919711171283,0.913952125939269,2.28678523288073,0.63479069632552
"Cluster 3",1.2,1.2,0.960884897486134,1.38898292367213,0.907446049317338,0.633580697189692
"Cluster 3",1.2,1.2,2.02243786541899,1.11016755343074,0.736809632476897,0.662579270692118
"Cluster 4",2.8,-0.4,2.64164931399946,-0.295304096334817,1.14689452683072,0.637364340648586
"Cluster 4",2.8,-0.4,2.81613024082265,0.319970760367619,0.129133577610917,0.71838174630041
"Cluster 4",2.8,-0.4,2.68704802273603,0.143832257657228,0.749770445573326,0.697683787436893
"Cluster 4",2.8,-0.4,3.52341152577951,-1.0863906092254,1.59429892222643,0.625136132951206
"Cluster 4",2.8,-0.4,3.36173374419433,-0.842554473862926,2.01929879147061,0.646103493615723
"Cluster 4",2.8,-0.4,3.1530268445555,-0.838014258095928,0.100928193991435,0.641139896873317
"Cluster 4",2.8,-0.4,2.54534811978771,-0.261732414139034,2.43188563638254,0.672612493178547
"Cluster 4",2.8,-0.4,3.17169846285588,-0.163860210464183,1.12467141477969,0.740278858377634
"Cluster 4",2.8,-0.4,2.3915425449677,0.476716817188812,1.23723634992898,0.702921122032019
