"x","y","value","class"
14,4,0.276760850037994,"Tumor"
15,4,0.479643858010759,"Tumor"
16,4,0.418140168306806,"Blank"
17,4,0.22443468922639,"Immune"
18,4,-0.39374597197154,"Stroma"
1,5,-0.223619614582478,"Blank"
2,5,-0.0408758869027281,"Tumor"
3,5,0.333295284890656,"Stroma"
4,5,0.0946274664587494,"Tumor"
5,5,0.163760343102377,"Tumor"
6,5,-0.956568470536579,"Blank"
7,5,-1.10803528929467,"Blank"
8,5,-1.67821519869545,"Immune"
9,5,-1.92116243208944,"Tumor"
10,5,-1.98158812226622,"Tumor"
11,5,-1.31099427366732,"Stroma"
12,5,-1.08620051984702,"Tumor"
13,5,-0.378276068688282,"Tumor"
14,5,-0.0900907276162352,"Tumor"
15,5,0.0804713338578194,"Tumor"
16,5,0.0631971169701855,"Immune"
17,5,-0.0897696390939674,"Tumor"
18,5,-0.526840953436855,"Tumor"
1,6,-0.538401508456619,"Stroma"
2,6,0.134647013731806,"Blank"
3,6,-0.238758559446779,"Tumor"
4,6,-0.0779863812124848,"Blank"
5,6,-0.716032842180383,"Immune"
6,6,-0.755719315743998,"Tumor"
7,6,-1.5645613528646,"Stroma"
8,6,-1.76915749398122,"Blank"
9,6,-1.86145473056283,"Immune"
10,6,-1.79935193031973,"Tumor"
11,6,-1.35140606150236,"Stroma"
12,6,-1.3275689390435,"Immune"
13,6,-0.805204342231609,"Tumor"
14,6,-0.362089615402716,"Tumor"
15,6,-0.13162383696797,"Immune"
16,6,0.0771416497581464,"Immune"
17,6,-0.31354886676187,"Stroma"
18,6,-0.244769462835119,"Blank"
1,7,-0.539135844605508,"Blank"
2,7,-0.204204224289454,"Stroma"
3,7,0.202178227916521,"Blank"
4,7,-0.502958048434088,"Blank"
5,7,-0.560653712572748,"Immune"
6,7,-0.328040585994032,"Tumor"
7,7,-1.34324249044022,"Blank"
8,7,-1.56003776986406,"Stroma"
9,7,-1.80447166745128,"Blank"
10,7,-1.88313178507925,"Stroma"
11,7,-1.58046682077545,"Stroma"
12,7,-1.62799018847692,"Tumor"
13,7,-0.672805963911626,"Immune"
14,7,-0.467096798390454,"Blank"
15,7,-0.144628291833042,"Blank"
16,7,-0.0661681008275394,"Tumor"
17,7,0.082585574139995,"Immune"
18,7,-0.631160921651333,"Immune"
1,8,-0.122992511741406,"Stroma"
2,8,0.431253613358641,"Stroma"
3,8,0.15755309831499,"Immune"
4,8,-0.0264914307105616,"Immune"
5,8,0.0183680231399866,"Blank"
6,8,-0.452386556444422,"Blank"
7,8,-1.09917972498845,"Stroma"
8,8,-1.43389174783157,"Immune"
9,8,-1.90586356510815,"Stroma"
10,8,-1.87514038193954,"Tumor"
11,8,-1.65616901410252,"Blank"
12,8,-1.16284182824443,"Blank"
13,8,-0.734757386043053,"Stroma"
14,8,0.148433263629315,"Blank"
15,8,0.12322710734777,"Stroma"
16,8,0.267575232186238,"Immune"
17,8,-0.0432339426357081,"Blank"
18,8,-0.131948016544168,"Immune"
1,9,0.472595127852855,"Blank"
2,9,0.933741004402635,"Blank"
3,9,0.776655696869206,"Stroma"
4,9,0.724642141335419,"Tumor"
5,9,0.142328315047952,"Stroma"
6,9,-0.081547801584467,"Stroma"
7,9,-0.662857661007775,"Tumor"
8,9,-0.957722425466481,"Stroma"
9,9,-1.20244661637147,"Immune"
10,9,-0.964853958854205,"Tumor"
11,9,-1.14280232210033,"Blank"
12,9,-0.407195345579276,"Blank"
13,9,-0.346178291619782,"Blank"
14,9,0.556896355716884,"Tumor"
15,9,1.08694591358169,"Tumor"
16,9,0.710084919167719,"Stroma"
17,9,0.454575745238826,"Tumor"
18,9,0.286422095154025,"Blank"
1,10,1.11724675557597,"Blank"
2,10,1.07072964600747,"Stroma"
3,10,1.39894983971459,"Blank"
4,10,1.24924151910161,"Tumor"
5,10,0.844897927288734,"Tumor"
6,10,0.200178269952938,"Blank"
7,10,0.163647538192315,"Tumor"
8,10,-0.270335132069967,"Tumor"
9,10,-1.03075944830792,"Immune"
10,10,-1.03436832622936,"Tumor"
11,10,-0.249512145581157,"Immune"
12,10,0.0203133681234376,"Stroma"
13,10,0.54759109479897,"Stroma"
14,10,0.814539441488482,"Blank"
15,10,0.971383420328704,"Tumor"
16,10,1.40562073225995,"Blank"
17,10,1.41330225514342,"Immune"
18,10,0.489907886066862,"Tumor"
1,11,1.24303957047719,"Stroma"
2,11,1.3490238547522,"Blank"
3,11,1.74234552673998,"Stroma"
4,11,1.93352370081383,"Blank"
5,11,1.44791917585617,"Stroma"
6,11,1.12015364499374,"Stroma"
7,11,0.0436052182520898,"Tumor"
8,11,0.0377635623791913,"Blank"
9,11,-0.31208509711727,"Blank"
10,11,-0.139166121107113,"Immune"
11,11,0.324648904235873,"Blank"
12,11,-0.148679564141197,"Stroma"
13,11,0.643541395289037,"Stroma"
14,11,1.35020008588023,"Immune"
15,11,2.0241506318633,"Tumor"
16,11,1.73250255157319,"Immune"
17,11,1.06564281448658,"Blank"
18,11,1.30398411453029,"Blank"
1,12,1.41608641532169,"Stroma"
2,12,1.8691143808979,"Blank"
3,12,1.96762531311992,"Blank"
4,12,2.03784391826788,"Stroma"
5,12,1.77470132910922,"Stroma"
6,12,1.27176899920717,"Tumor"
7,12,0.80007709130759,"Immune"
8,12,0.0302491720327522,"Stroma"
9,12,-0.237134717105564,"Blank"
10,12,-0.0587063680518782,"Blank"
11,12,0.542780257526189,"Blank"
12,12,1.01263364756142,"Immune"
13,12,0.824620640259494,"Tumor"
14,12,1.54978028932498,"Immune"
15,12,1.81264514378508,"Immune"
16,12,1.85848108229965,"Stroma"
17,12,2.07813697460494,"Immune"
18,12,1.29445112364654,"Stroma"
