"x","y","value","class"
4,5,-0.00435259703710639,"Tumor"
5,5,-0.209948941724611,"Tumor"
6,5,-0.63777536903826,"Immune"
7,5,-1.1540929534788,"Blank"
8,5,-1.53838406199366,"Tumor"
9,5,-1.68881898817952,"Immune"
10,5,-1.88539347614293,"Stroma"
11,5,-1.4413911633709,"Stroma"
12,5,-0.695516819983606,"Tumor"
13,5,-0.632004457528211,"Tumor"
14,5,0.0826524299698332,"Immune"
15,5,0.016443724069293,"Immune"
16,5,0.591190011979534,"Blank"
17,5,0.271744669070132,"Immune"
18,5,-0.625543204060476,"Stroma"
1,6,-0.75404333884405,"Immune"
2,6,-0.145305554172014,"Immune"
3,6,-0.114252800723586,"Tumor"
4,6,0.00352145705833867,"Blank"
5,6,-0.338336609968969,"Immune"
6,6,-0.654489219236674,"Stroma"
7,6,-1.0869947704797,"Stroma"
8,6,-1.7110954778277,"Blank"
9,6,-1.88351201048772,"Tumor"
10,6,-1.8886494472476,"Blank"
11,6,-1.666374449301,"Stroma"
12,6,-1.6037964308174,"Stroma"
13,6,-1.00736622329833,"Tumor"
14,6,-0.444049235818394,"Immune"
15,6,-0.182380436042766,"Blank"
16,6,0.142890950044031,"Stroma"
17,6,-0.0630533090664843,"Blank"
18,6,-0.867098352445573,"Stroma"
1,7,-0.623864208820658,"Tumor"
2,7,-0.158405968417901,"Immune"
3,7,-0.00820319545325729,"Immune"
4,7,-0.00476356579511508,"Stroma"
5,7,-0.391150969738329,"Stroma"
6,7,-0.597975440964384,"Tumor"
7,7,-0.958890082167077,"Stroma"
8,7,-1.75655890600348,"Tumor"
9,7,-1.67975258693328,"Tumor"
10,7,-1.88257195589114,"Blank"
11,7,-1.43882995648636,"Tumor"
12,7,-1.26200858672661,"Stroma"
13,7,-1.11405474563069,"Immune"
14,7,-0.167218694482718,"Immune"
15,7,-0.14005579318744,"Immune"
16,7,-0.306295032328556,"Blank"
17,7,-0.102895020036341,"Stroma"
18,7,-0.350961458044346,"Stroma"
1,8,-0.075369218086052,"Stroma"
2,8,-0.0542928550987459,"Immune"
3,8,0.330517945073837,"Stroma"
4,8,0.297227678346482,"Tumor"
5,8,-0.0994831046953744,"Immune"
6,8,-0.717126829456636,"Blank"
7,8,-0.932123316994705,"Tumor"
8,8,-1.68470655088516,"Tumor"
9,8,-1.58704433254708,"Blank"
10,8,-1.96996414354131,"Immune"
11,8,-1.41104874051675,"Tumor"
12,8,-1.07014619419708,"Tumor"
13,8,-0.223126528666829,"Stroma"
14,8,0.0200355458961997,"Immune"
15,8,0.477515932368597,"Blank"
16,8,0.277845270351984,"Tumor"
17,8,0.115153614435334,"Blank"
18,8,-0.252063744051471,"Tumor"
1,9,0.360207710957165,"Immune"
2,9,0.403234814146371,"Immune"
3,9,1.04008511775948,"Blank"
4,9,0.871376644821665,"Immune"
5,9,0.310992039967579,"Stroma"
6,9,0.0520266853435149,"Stroma"
7,9,-0.41937415405877,"Immune"
8,9,-0.88110822709252,"Blank"
9,9,-1.42358555482404,"Tumor"
10,9,-1.4527867816084,"Immune"
11,9,-0.862053229532712,"Blank"
12,9,-0.444272530382897,"Blank"
13,9,0.13144124473906,"Blank"
14,9,0.524732970043579,"Tumor"
15,9,0.78133775907168,"Immune"
16,9,0.549270419053686,"Tumor"
17,9,0.678321318605032,"Immune"
18,9,0.498946459428259,"Immune"
1,10,0.504962424234801,"Blank"
2,10,1.19453004610145,"Blank"
3,10,1.20444810017753,"Immune"
4,10,0.768975885617267,"Blank"
5,10,0.586958265939764,"Stroma"
6,10,0.645533846812883,"Immune"
7,10,-0.0982891758778539,"Stroma"
8,10,-0.284410312196783,"Blank"
9,10,-0.6226916787594,"Immune"
10,10,-0.686347351544102,"Blank"
11,10,-0.150298858268932,"Tumor"
12,10,0.25079093085694,"Stroma"
13,10,0.263158108379604,"Blank"
14,10,0.784622987136353,"Stroma"
15,10,1.03814954973412,"Immune"
16,10,1.13040089470053,"Immune"
17,10,1.17979569110492,"Stroma"
18,10,0.720946135718359,"Tumor"
1,11,1.4672163413476,"Blank"
2,11,1.90941871196253,"Immune"
3,11,1.74834193367729,"Blank"
4,11,1.4371434646795,"Tumor"
5,11,1.45085957779557,"Blank"
6,11,0.914427516419128,"Stroma"
7,11,0.167285831078143,"Stroma"
8,11,-0.151992054682438,"Stroma"
9,11,-0.423557050327276,"Blank"
10,11,-0.641792597755676,"Stroma"
11,11,-0.319839738290646,"Tumor"
12,11,0.535975679883595,"Immune"
13,11,0.681869832630267,"Immune"
14,11,1.41307155076043,"Tumor"
15,11,1.61651206463731,"Stroma"
16,11,1.77478439364855,"Tumor"
17,11,1.71223246737524,"Blank"
18,11,1.2325158464751,"Tumor"
1,12,1.48353041143893,"Immune"
2,12,1.89628371779229,"Stroma"
3,12,1.81937628528171,"Immune"
4,12,2.01762695728721,"Stroma"
5,12,1.68858806021103,"Tumor"
6,12,1.02932212637173,"Blank"
7,12,0.620949003097512,"Tumor"
8,12,0.0419242697817286,"Tumor"
9,12,-0.351023377437665,"Immune"
10,12,-0.0477974903626861,"Stroma"
11,12,0.397723731044057,"Blank"
12,12,0.756736783029037,"Blank"
13,12,1.09841005455045,"Stroma"
14,12,1.87391398558685,"Blank"
15,12,1.8994982296669,"Immune"
16,12,2.00903731482291,"Immune"
17,12,1.86630990719005,"Immune"
18,12,1.75451625481861,"Stroma"
